John was at the park, sitting on a bench. John wanted to propose to his girlfriend and marry her. His ring box was in his cap. John believed the ring was in his cap. While John was busy looking at the squirrels, a hairy dog came and picked up the cap, shaking it and making the ring fall out. John sees the dog with his cap in its mouth. John does not see the dog with his cap in its mouth. John decides to chase the dog to retrieve his cap and the ring. John plans to propose to his girlfriend. Does John think the ring is in his cap or not? Does John want to propose to his girlfriend or chase the dog? What will John do next? John believes the ring is not in his cap. John wants to chase the dog to retrieve his cap and the ring. John will chase the dog. John believes the ring is in his cap. John wants to propose to his girlfriend. John will propose to his girlfriend. A butterfly lands on John shoulder. John sees the butterfly. John does not see the butterfly. John Cap Lack of sight  > John was busy looking at the squirrels and did not see the dog pick up his cap. 
Vinny was in the gloomy hall of his school. He wanted to zoom around on his new roller skates. The hall was empty. Vinny believed the hall was empty. While Vinny was putting on his skates, a janitor came in and started mopping the floor, making it slippery. Vinny sees the janitor mopping the floor. Vinny does not see the janitor mopping the floor. Vinny decides to wait until the floor dries. Vinny starts to zoom around the hall on his skates. Does Vinny think the hall is empty or slippery? Does Vinny want to zoom around or wait for the floor to dry? What will Vinny do next? Vinny believes the hall is slippery. Vinny wants to wait until the floor dries. Vinny will wait for the floor to dry. Vinny believes the hall is empty. Vinny wants to zoom around on his skates. Vinny will start to zoom around on his skates. The school bell rings loudly. Vinny hears the school bell ring. Vinny does not hear the school bell ring. Vinny hall Lack of sight  > Vinny was focused on putting on his skates and didn't see the janitor come in. 
Sam was in the park, near the big inflatable castle. Sam wanted to jump and play in the castle. The castle was big and inflated. Sam believed the castle was big and inflated. While Sam was playfully chasing a butterfly, a sharp stick slowly poked a hole in the castle and it started to deflate. Sam sees the castle starting to deflate. Sam does not see the castle starting to deflate. Sam decides to tell the park keeper about the deflating castle. Sam runs towards the castle to start playing. Does Sam think the castle is inflated or deflated? Does Sam want to play in the castle or tell the park keeper about the deflating castle? What will Sam do next? Sam believes the castle is deflated. Sam wants to tell the park keeper about the deflating castle. Sam will tell the park keeper about the deflating castle. Sam believes the castle is inflated. Sam wants to play in the castle. Sam will run towards the castle to start playing. A squirrel runs past Sam. Sam sees the squirrel. Sam does not see the squirrel. Sam inflatable castle Lack of sight  > Sam was chasing a butterfly and did not see the sharp stick poke the castle. 
Queenie was in the park, looking at the beautiful flowers. Queenie wanted to pick a green leaf to make a print for her art project. The leaf she saw was fresh and green. Queenie believed the leaf was fresh and green. While Queenie was wandering around the park, the sun got hotter and the leaf dried up in the heat. Queenie sees the leaf dried up when she returns to it. Queenie does not see the leaf dried up when she returns to it. Queenie decides to look for another fresh leaf. Queenie picks the leaf to make her print. Does Queenie think the leaf is fresh or dried up? Does Queenie want to pick the leaf or look for another fresh leaf? What will Queenie do next? Queenie believes the leaf is dried up. Queenie wants to look for another fresh leaf. Queenie will look for another fresh leaf. Queenie believes the leaf is fresh. Queenie wants to pick the leaf. Queenie will pick the leaf. A squirrel runs up a nearby tree. Queenie sees the squirrel. Queenie does not see the squirrel. Queenie Leaf Lack of sight  > Queenie was wandering around the park and did not see the leaf drying up. 
Bella was in the library, looking for a good book to read. Bella wanted to find an attractive book to read before her nap. The book shelf was full of books. Bella believed the book shelf was full of books. While Bella was reading the book summary, the librarian came and removed some books from the shelf for restocking. Bella sees the librarian carrying away some books. Bella does not see the librarian carrying away some books. Bella decides to ask the librarian if there are any more attractive books. Bella selects a book from the shelf to read before her nap. Does Bella think the book shelf is full or not? Does Bella want to select a book from the shelf or ask the librarian if there are any more attractive books? What will Bella do next? Bella believes the book shelf is not full. Bella wants to ask the librarian if there are any more attractive books. Bella will ask the librarian if there are any more attractive books. Bella believes the book shelf is full. Bella wants to select a book from the shelf. Bella will select a book from the shelf to read before her nap. A child drops a toy car near Bella. Bella sees the toy car. Bella does not see the toy car. Bella book shelf Bella was engrossed in reading the book summary and didn't notice the librarian. 
Mabel was near a swamp, looking for frogs. Mabel wanted to catch a frog to show her friends. The swamp was still and quiet. Mabel believed the swamp was still and quiet. While Mabel was being careful not to step on anything sharp, a fish swam by and caused ripples in the swamp. Mabel sees the ripples caused by the fish. Mabel does not see the ripples caused by the fish. Mabel decides to wait for the ripples to calm down before continuing her search. Mabel continues to search for frogs. Does Mabel think the swamp is still and quiet or not? Does Mabel want to continue her search for frogs or wait for the ripples to calm down? What will Mabel do next? Mabel believes the swamp is not still and quiet. Mabel wants to wait for the ripples to calm down before continuing her search. Mabel will wait for the ripples to calm down. Mabel believes the swamp is still and quiet. Mabel wants to continue her search for frogs. Mabel will continue to search for frogs. A bird flies over the swamp. Mabel sees the bird. Mabel does not see the bird. Mabel swamp Lack of sight  > Mabel was looking at the ground, trying not to step on anything sharp and did not see the fish. 
Xander was at the doctor office for a check up. Xander wanted to be a good patient and stay calm. The doctor light switch was off. Xander believed the light switch was off. While Xander was reading a book to keep calm, a nurse walked by and flipped the switch on to clean the room. Xander notices the nurse flipping the switch. Xander does not notice the nurse flipping the switch. Xander decides to put his book down and prepare for the bright light. Xander continues reading his book to stay calm. Does Xander think the light switch is off or on? Does Xander want to continue reading his book or prepare for the bright light? What will Xander do next? Xander believes the light switch is on. Xander wants to prepare for the bright light. Xander will put his book down and prepare for the bright light. Xander believes the light switch is off. Xander wants to continue reading his book. Xander will continue reading his book to stay calm. A cat walks into the doctor office. Xander sees the cat. Xander does not see the cat. Xander Light switch Lack of sight  > Xander was engrossed in his book and did not see the nurse flip the switch. 
Kira was in the park, playing with her friendly dog, Max. Kira wanted to throw a bright, plastic ball for Max to fetch. The ball was very bright. Kira believed the ball was very bright. As the day went on and the sun began to set, the ball gradually became less bright. Kira notices the sun setting. Kira does not notice the sun setting. Kira decides to take Max and the ball home as it is getting dark. Kira continues to play fetch with Max using the bright ball. Does Kira think the ball is very bright or less bright? Does Kira want to continue playing fetch with Max or take Max and the ball home? What will Kira do next? Kira believes the ball is less bright. Kira wants to take Max and the ball home. Kira will take Max and the ball home. Kira believes the ball is very bright. Kira wants to continue playing fetch with Max. Kira will continue to play fetch with Max. A squirrel runs across the park. Kira sees the squirrel. Kira does not see the squirrel. Kira Plastic ball Lack of sight  > Kira was busy playing with Max and didn't notice the change in brightness of the ball. 
Luke was in the forest, looking for wood to build a treehouse. Luke wanted to find a big, strong tree to cut. The saw was sharp. Luke believed the saw was sharp. While Luke was tired and sat down to rest, a beaver came and started gnawing on the saw, dulling the blade. Luke hears the beaver gnawing on the saw. Luke does not hear the beaver gnawing on the saw. Luke decides to go home to get a new saw. Luke starts cutting the tree with the saw. Does Luke think the saw is sharp or dull? Does Luke want to cut the tree or go home to get a new saw? What will Luke do next? Luke believes the saw is dull. Luke wants to go home to get a new saw. Luke will go home to get a new saw. Luke believes the saw is sharp. Luke wants to cut the tree. Luke will start cutting the tree with the saw. A squirrel runs past Luke. Luke sees the squirrel. Luke does not see the squirrel. Luke saw Lack of sight  > Luke was resting and did not see the beaver gnawing on the saw. 
Jack was at the park, having fun on his own. Jack wanted to hop on the big man statue in the park. The man statue smelled neutral. Jack believed the man statue smelled neutral. As Jack was fiercely practicing his hops, a flower vendor parked his cart near the statue, and the scent of fresh flowers enveloped the statue. Jack smells the fresh flowers. Jack does not smell the fresh flowers. Jack decides to buy a flower from the vendor. Jack continues practicing his hops to jump on the statue. Does Jack think the man statue smells neutral or like fresh flowers? Does Jack want to continue hopping on the statue or buy a flower from the vendor? What will Jack do next? Jack believes the man statue smells like fresh flowers. Jack wants to buy a flower from the vendor. Jack will buy a flower from the vendor. Jack believes the man statue smells neutral. Jack wants to continue hopping on the statue. Jack will continue practicing his hops. A dog runs across the park barking loudly. Jack sees the dog. Jack does not see the dog. Jack man statue Lack of smell  > Jack was too busy practicing his hops to notice the change in smell. 
